"DATE","TIME PERIOD","Yield curve spot rate, 3-month maturity - Government bond, nominal, all issuers whose rating is triple A - Euro area (changing composition) (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.SR_3M)"
"2011-09-19","19 Sep 2011","0.350185"
"2011-09-20","20 Sep 2011","0.332701"
"2011-09-21","21 Sep 2011","0.318443"
"2011-09-22","22 Sep 2011","0.252137"
"2011-09-23","23 Sep 2011","0.230836"
"2011-09-26","26 Sep 2011","0.233614"
"2011-09-27","27 Sep 2011","0.315369"
"2011-09-28","28 Sep 2011","0.280770"
"2011-09-29","29 Sep 2011","0.265323"
"2011-09-30","30 Sep 2011","0.274796"
"2011-10-03","03 Oct 2011","0.289405"
"2011-10-04","04 Oct 2011","0.309850"
"2011-10-05","05 Oct 2011","0.296942"
"2011-10-06","06 Oct 2011","0.363332"
"2011-10-07","07 Oct 2011","0.372755"
"2011-10-10","10 Oct 2011","0.374940"
"2011-10-11","11 Oct 2011","0.356660"
"2011-10-12","12 Oct 2011","0.340458"
"2011-10-13","13 Oct 2011","0.307652"
"2011-10-14","14 Oct 2011","0.335566"
"2011-10-17","17 Oct 2011","0.349978"
"2011-10-18","18 Oct 2011","0.350257"
"2011-10-19","19 Oct 2011","0.354996"
"2011-10-20","20 Oct 2011","0.358550"
"2011-10-21","21 Oct 2011","0.381914"
"2011-10-24","24 Oct 2011","0.382651"
"2011-10-25","25 Oct 2011","0.401437"
"2011-10-26","26 Oct 2011","0.401186"
"2011-10-27","27 Oct 2011","0.376687"
"2011-10-28","28 Oct 2011","0.381365"
"2011-10-31","31 Oct 2011","0.375984"
"2011-11-01","01 Nov 2011","0.385328"
"2011-11-02","02 Nov 2011","0.394237"
"2011-11-03","03 Nov 2011","0.346364"
"2011-11-04","04 Nov 2011","0.325122"
"2011-11-07","07 Nov 2011","0.321726"
"2011-11-08","08 Nov 2011","0.323568"
"2011-11-09","09 Nov 2011","0.302731"
"2011-11-10","10 Nov 2011","0.320431"
"2011-11-11","11 Nov 2011","0.336020"
"2011-11-14","14 Nov 2011","0.368152"
"2011-11-15","15 Nov 2011","0.390516"
"2011-11-16","16 Nov 2011","0.377064"
"2011-11-17","17 Nov 2011","0.374742"
"2011-11-18","18 Nov 2011","0.327023"
"2011-11-21","21 Nov 2011","0.324471"
"2011-11-22","22 Nov 2011","0.301909"
"2011-11-23","23 Nov 2011","0.306610"
"2011-11-24","24 Nov 2011","0.228850"
"2011-11-25","25 Nov 2011","0.227593"
"2011-11-28","28 Nov 2011","0.266063"
"2011-11-29","29 Nov 2011","0.243320"
"2011-11-30","30 Nov 2011","0.203646"
"2011-12-01","01 Dec 2011","0.143048"
"2011-12-02","02 Dec 2011","0.170068"
"2011-12-05","05 Dec 2011","0.076255"
"2011-12-06","06 Dec 2011","0.075060"
"2011-12-07","07 Dec 2011","0.076412"
"2011-12-08","08 Dec 2011","0.076087"
"2011-12-09","09 Dec 2011","0.088179"
"2011-12-12","12 Dec 2011","0.093033"
"2011-12-13","13 Dec 2011","0.085167"
"2011-12-14","14 Dec 2011","0.054727"
"2011-12-15","15 Dec 2011","0.022473"
"2011-12-16","16 Dec 2011","0.038636"
"2011-12-19","19 Dec 2011","0.024955"
"2011-12-20","20 Dec 2011","0.016307"
"2011-12-21","21 Dec 2011","0.021783"
"2011-12-22","22 Dec 2011","0.018982"
"2011-12-23","23 Dec 2011","0.011563"
"2011-12-27","27 Dec 2011","-0.002790"
"2011-12-28","28 Dec 2011","-0.003136"
"2011-12-29","29 Dec 2011","-0.015178"
"2011-12-30","30 Dec 2011","-0.002528"
"2012-01-02","02 Jan 2012","0.009721"
"2012-01-03","03 Jan 2012","0.001536"
"2012-01-04","04 Jan 2012","-0.007277"
"2012-01-05","05 Jan 2012","0.017917"
"2012-01-06","06 Jan 2012","0.068492"
"2012-01-09","09 Jan 2012","0.058537"
"2012-01-10","10 Jan 2012","0.063320"
"2012-01-11","11 Jan 2012","0.049370"
"2012-01-12","12 Jan 2012","0.036528"
"2012-01-13","13 Jan 2012","0.051520"
"2012-01-16","16 Jan 2012","0.104337"
"2012-01-17","17 Jan 2012","0.125045"
"2012-01-18","18 Jan 2012","0.108310"
"2012-01-19","19 Jan 2012","0.110805"
"2012-01-20","20 Jan 2012","0.093812"
"2012-01-23","23 Jan 2012","0.098605"
"2012-01-24","24 Jan 2012","0.093551"
"2012-01-25","25 Jan 2012","0.110149"
"2012-01-26","26 Jan 2012","0.081548"
"2012-01-27","27 Jan 2012","0.105230"
"2012-01-30","30 Jan 2012","0.125676"
"2012-01-31","31 Jan 2012","0.111648"
"2012-02-01","01 Feb 2012","0.125721"
"2012-02-02","02 Feb 2012","0.108277"
"2012-02-03","03 Feb 2012","0.093146"
"2012-02-06","06 Feb 2012","0.160914"
"2012-02-07","07 Feb 2012","0.158638"
"2012-02-08","08 Feb 2012","0.155103"
"2012-02-09","09 Feb 2012","0.144839"
"2012-02-10","10 Feb 2012","0.147166"
"2012-02-13","13 Feb 2012","0.163277"
"2012-02-14","14 Feb 2012","0.153266"
"2012-02-15","15 Feb 2012","0.161538"
"2012-02-16","16 Feb 2012","0.156292"
"2012-02-17","17 Feb 2012","0.157201"
"2012-02-20","20 Feb 2012","0.139477"
"2012-02-21","21 Feb 2012","0.139834"
"2012-02-22","22 Feb 2012","0.119950"
"2012-02-23","23 Feb 2012","0.123837"
"2012-02-24","24 Feb 2012","0.126600"
"2012-02-27","27 Feb 2012","0.119583"
"2012-02-28","28 Feb 2012","0.113323"
"2012-02-29","29 Feb 2012","0.105646"
"2012-03-01","01 Mar 2012","0.085633"
"2012-03-02","02 Mar 2012","0.068576"
"2012-03-05","05 Mar 2012","0.074457"
"2012-03-06","06 Mar 2012","0.070902"
"2012-03-07","07 Mar 2012","0.065227"
"2012-03-08","08 Mar 2012","0.066413"
"2012-03-09","09 Mar 2012","0.082372"
"2012-03-12","12 Mar 2012","0.068410"
"2012-03-13","13 Mar 2012","0.079980"
"2012-03-14","14 Mar 2012","0.071685"
"2012-03-15","15 Mar 2012","0.057967"
"2012-03-16","16 Mar 2012","0.056953"
"2012-03-19","19 Mar 2012","0.042718"
"2012-03-20","20 Mar 2012","0.043689"
"2012-03-21","21 Mar 2012","0.057041"
"2012-03-22","22 Mar 2012","0.053366"
"2012-03-23","23 Mar 2012","0.060722"
"2012-03-26","26 Mar 2012","0.060876"
"2012-03-27","27 Mar 2012","0.062460"
"2012-03-28","28 Mar 2012","0.061538"
"2012-03-29","29 Mar 2012","0.065088"
"2012-03-30","30 Mar 2012","0.070063"
"2012-04-02","02 Apr 2012","0.097290"
"2012-04-03","03 Apr 2012","0.083591"
"2012-04-04","04 Apr 2012","0.079166"
"2012-04-05","05 Apr 2012","0.086038"
"2012-04-10","10 Apr 2012","0.082869"
"2012-04-11","11 Apr 2012","0.066514"
"2012-04-12","12 Apr 2012","0.055572"
"2012-04-13","13 Apr 2012","0.053360"
"2012-04-16","16 Apr 2012","0.044829"
"2012-04-17","17 Apr 2012","0.051529"
"2012-04-18","18 Apr 2012","0.053166"
"2012-04-19","19 Apr 2012","0.047137"
"2012-04-20","20 Apr 2012","0.054743"
"2012-04-23","23 Apr 2012","0.047074"
"2012-04-24","24 Apr 2012","0.040458"
"2012-04-25","25 Apr 2012","0.039237"
"2012-04-26","26 Apr 2012","0.040371"
"2012-04-27","27 Apr 2012","0.033923"
"2012-04-30","30 Apr 2012","0.031061"
"2012-05-02","02 May 2012","0.039703"
"2012-05-03","03 May 2012","0.049226"
"2012-05-04","04 May 2012","0.043117"
"2012-05-07","07 May 2012","0.052334"
"2012-05-08","08 May 2012","0.043109"
"2012-05-09","09 May 2012","0.054290"
"2012-05-10","10 May 2012","0.055214"
"2012-05-11","11 May 2012","0.069944"
"2012-05-14","14 May 2012","0.071689"
"2012-05-15","15 May 2012","0.048010"
"2012-05-16","16 May 2012","0.047054"
"2012-05-17","17 May 2012","0.068052"
"2012-05-18","18 May 2012","0.068899"
"2012-05-21","21 May 2012","0.069980"
"2012-05-22","22 May 2012","0.060523"
"2012-05-23","23 May 2012","0.062165"
"2012-05-24","24 May 2012","0.046610"
"2012-05-25","25 May 2012","0.039325"
"2012-05-28","28 May 2012","0.050257"
"2012-05-29","29 May 2012","0.065397"
"2012-05-30","30 May 2012","0.068446"
"2012-05-31","31 May 2012","0.067823"
"2012-06-01","01 Jun 2012","0.071875"
"2012-06-04","04 Jun 2012","0.058273"
"2012-06-05","05 Jun 2012","0.057283"
"2012-06-06","06 Jun 2012","0.073458"
"2012-06-07","07 Jun 2012","0.068845"
"2012-06-08","08 Jun 2012","0.051771"
"2012-06-11","11 Jun 2012","0.076061"
"2012-06-12","12 Jun 2012","0.080104"
"2012-06-13","13 Jun 2012","0.066161"
"2012-06-14","14 Jun 2012","0.069542"
"2012-06-15","15 Jun 2012","0.051609"
"2012-06-18","18 Jun 2012","0.041564"
"2012-06-19","19 Jun 2012","0.026926"
"2012-06-20","20 Jun 2012","0.038088"
"2012-06-21","21 Jun 2012","0.024640"
"2012-06-22","22 Jun 2012","0.032712"
"2012-06-25","25 Jun 2012","0.038494"
"2012-06-26","26 Jun 2012","0.031965"
"2012-06-27","27 Jun 2012","0.029788"
"2012-06-28","28 Jun 2012","0.038361"
"2012-06-29","29 Jun 2012","0.042445"
"2012-07-02","02 Jul 2012","0.060799"
"2012-07-03","03 Jul 2012","0.033655"
"2012-07-04","04 Jul 2012","0.039642"
"2012-07-05","05 Jul 2012","-0.011523"
"2012-07-06","06 Jul 2012","0.041584"
"2012-07-09","09 Jul 2012","0.039860"
"2012-07-10","10 Jul 2012","0.036390"
"2012-07-11","11 Jul 2012","0.021443"
"2012-07-12","12 Jul 2012","0.001876"
"2012-07-13","13 Jul 2012","-0.000254"
"2012-07-16","16 Jul 2012","0.028381"
"2012-07-17","17 Jul 2012","0.020667"
"2012-07-18","18 Jul 2012","0.028548"
"2012-07-19","19 Jul 2012","0.033838"
"2012-07-20","20 Jul 2012","0.015748"
"2012-07-23","23 Jul 2012","0.021408"
"2012-07-24","24 Jul 2012","0.008632"
"2012-07-25","25 Jul 2012","0.015918"
"2012-07-26","26 Jul 2012","0.020639"
"2012-07-27","27 Jul 2012","0.005052"
"2012-07-30","30 Jul 2012","0.009016"
"2012-07-31","31 Jul 2012","0.001098"
"2012-08-01","01 Aug 2012","0.014714"
"2012-08-02","02 Aug 2012","0.024217"
"2012-08-03","03 Aug 2012","0.031810"
"2012-08-06","06 Aug 2012","0.038034"
"2012-08-07","07 Aug 2012","0.030377"
"2012-08-08","08 Aug 2012","0.021503"
"2012-08-09","09 Aug 2012","0.013304"
"2012-08-10","10 Aug 2012","0.010868"
"2012-08-13","13 Aug 2012","0.035977"
"2012-08-14","14 Aug 2012","0.037359"
"2012-08-15","15 Aug 2012","0.043444"
"2012-08-16","16 Aug 2012","0.033629"
"2012-08-17","17 Aug 2012","0.042585"
"2012-08-20","20 Aug 2012","0.048614"
"2012-08-21","21 Aug 2012","0.021498"
"2012-08-22","22 Aug 2012","0.027032"
"2012-08-23","23 Aug 2012","0.034838"
"2012-08-24","24 Aug 2012","-0.016502"
"2012-08-27","27 Aug 2012","0.016064"
"2012-08-28","28 Aug 2012","0.041582"
"2012-08-29","29 Aug 2012","0.037322"
"2012-08-30","30 Aug 2012","0.018344"
"2012-08-31","31 Aug 2012","0.033474"
"2012-09-03","03 Sep 2012","0.043165"
"2012-09-04","04 Sep 2012","0.036532"
"2012-09-05","05 Sep 2012","0.023386"
"2012-09-06","06 Sep 2012","0.017843"
"2012-09-07","07 Sep 2012","0.020360"
"2012-09-10","10 Sep 2012","0.017942"
"2012-09-11","11 Sep 2012","0.033275"
"2012-09-12","12 Sep 2012","-0.000236"
"2012-09-13","13 Sep 2012","0.022855"
"2012-09-14","14 Sep 2012","0.041247"
"2012-09-17","17 Sep 2012","0.009838"
"2012-09-18","18 Sep 2012","0.016336"
"2012-09-19","19 Sep 2012","0.011611"
"2012-09-20","20 Sep 2012","-0.002287"
"2012-09-21","21 Sep 2012","0.005748"
"2012-09-24","24 Sep 2012","0.004131"
"2012-09-25","25 Sep 2012","0.015567"
"2012-09-26","26 Sep 2012","0.006381"
"2012-09-27","27 Sep 2012","0.021759"
"2012-09-28","28 Sep 2012","0.021967"
"2012-10-01","01 Oct 2012","0.015054"
"2012-10-02","02 Oct 2012","0.007566"
"2012-10-03","03 Oct 2012","0.008690"
"2012-10-04","04 Oct 2012","0.020633"
"2012-10-05","05 Oct 2012","0.029085"
"2012-10-08","08 Oct 2012","0.009526"
"2012-10-09","09 Oct 2012","0.016995"
"2012-10-10","10 Oct 2012","0.020874"
"2012-10-11","11 Oct 2012","0.023410"
"2012-10-12","12 Oct 2012","0.018087"
"2012-10-15","15 Oct 2012","0.024849"
"2012-10-16","16 Oct 2012","0.018577"
"2012-10-17","17 Oct 2012","0.016941"
"2012-10-18","18 Oct 2012","0.017359"
"2012-10-19","19 Oct 2012","0.012926"
"2012-10-22","22 Oct 2012","0.014815"
"2012-10-23","23 Oct 2012","0.013290"
"2012-10-24","24 Oct 2012","0.009691"
"2012-10-25","25 Oct 2012","0.007110"
"2012-10-26","26 Oct 2012","0.014545"
"2012-10-29","29 Oct 2012","0.019678"
"2012-10-30","30 Oct 2012","0.012342"
"2012-10-31","31 Oct 2012","0.013542"
"2012-11-01","01 Nov 2012","0.018450"
"2012-11-02","02 Nov 2012","0.016943"
"2012-11-05","05 Nov 2012","0.032612"
"2012-11-06","06 Nov 2012","0.013976"
"2012-11-07","07 Nov 2012","0.012246"
"2012-11-08","08 Nov 2012","0.025110"
"2012-11-09","09 Nov 2012","0.019836"
"2012-11-12","12 Nov 2012","0.029628"
"2012-11-13","13 Nov 2012","0.014273"
"2012-11-14","14 Nov 2012","0.024739"
"2012-11-15","15 Nov 2012","0.025570"
"2012-11-16","16 Nov 2012","0.020343"
"2012-11-19","19 Nov 2012","0.029471"
"2012-11-20","20 Nov 2012","0.029056"
"2012-11-21","21 Nov 2012","0.021478"
"2012-11-22","22 Nov 2012","0.021555"
"2012-11-23","23 Nov 2012","0.017776"
"2012-11-26","26 Nov 2012","0.030616"
"2012-11-27","27 Nov 2012","0.026724"
"2012-11-28","28 Nov 2012","0.034972"
"2012-11-29","29 Nov 2012","0.033539"
"2012-11-30","30 Nov 2012","0.036141"
"2012-12-03","03 Dec 2012","0.031988"
"2012-12-04","04 Dec 2012","0.030951"
"2012-12-05","05 Dec 2012","0.037369"
"2012-12-06","06 Dec 2012","0.041373"
"2012-12-07","07 Dec 2012","0.046744"
"2012-12-10","10 Dec 2012","0.049820"
"2012-12-11","11 Dec 2012","0.047650"
"2012-12-12","12 Dec 2012","0.052113"
"2012-12-13","13 Dec 2012","0.052341"
"2012-12-14","14 Dec 2012","0.054362"
"2012-12-17","17 Dec 2012","0.050258"
"2012-12-18","18 Dec 2012","0.048590"
"2012-12-19","19 Dec 2012","0.043840"
"2012-12-20","20 Dec 2012","0.048590"
"2012-12-21","21 Dec 2012","0.049149"
"2012-12-24","24 Dec 2012","0.052911"
"2012-12-27","27 Dec 2012","0.065897"
"2012-12-28","28 Dec 2012","0.060664"
"2012-12-31","31 Dec 2012","0.059982"
"2013-01-02","02 Jan 2013","0.039251"
"2013-01-03","03 Jan 2013","0.045526"
"2013-01-04","04 Jan 2013","0.020464"
"2013-01-07","07 Jan 2013","0.028923"
"2013-01-08","08 Jan 2013","0.023484"
"2013-01-09","09 Jan 2013","0.030066"
"2013-01-10","10 Jan 2013","0.042452"
"2013-01-11","11 Jan 2013","0.043659"
"2013-01-14","14 Jan 2013","0.049445"
"2013-01-15","15 Jan 2013","0.031803"
"2013-01-16","16 Jan 2013","0.046302"
"2013-01-17","17 Jan 2013","0.051319"
"2013-01-18","18 Jan 2013","0.045862"
"2013-01-21","21 Jan 2013","0.033466"
"2013-01-22","22 Jan 2013","0.033059"
"2013-01-23","23 Jan 2013","0.041173"
"2013-01-24","24 Jan 2013","0.046638"
"2013-01-25","25 Jan 2013","0.074299"
"2013-01-28","28 Jan 2013","0.063489"
"2013-01-29","29 Jan 2013","0.046341"
"2013-01-30","30 Jan 2013","0.061259"
"2013-01-31","31 Jan 2013","0.071538"
"2013-02-01","01 Feb 2013","0.059335"
"2013-02-04","04 Feb 2013","0.053851"
"2013-02-05","05 Feb 2013","0.046258"
"2013-02-06","06 Feb 2013","0.046179"
"2013-02-07","07 Feb 2013","0.052167"
"2013-02-08","08 Feb 2013","0.037897"
"2013-02-11","11 Feb 2013","0.038626"
"2013-02-12","12 Feb 2013","0.034095"
"2013-02-13","13 Feb 2013","0.038729"
"2013-02-14","14 Feb 2013","0.031785"
"2013-02-15","15 Feb 2013","0.027563"
"2013-02-18","18 Feb 2013","0.032575"
"2013-02-19","19 Feb 2013","0.034322"
"2013-02-20","20 Feb 2013","0.039766"
"2013-02-21","21 Feb 2013","0.035435"
"2013-02-22","22 Feb 2013","0.026321"
"2013-02-25","25 Feb 2013","0.023719"
"2013-02-26","26 Feb 2013","0.028498"
"2013-02-27","27 Feb 2013","0.022420"
"2013-02-28","28 Feb 2013","0.025389"
"2013-03-01","01 Mar 2013","0.025405"
"2013-03-04","04 Mar 2013","0.043095"
"2013-03-05","05 Mar 2013","0.035015"
"2013-03-06","06 Mar 2013","0.025501"
"2013-03-07","07 Mar 2013","0.035113"
"2013-03-08","08 Mar 2013","0.032684"
"2013-03-11","11 Mar 2013","0.040350"
"2013-03-12","12 Mar 2013","0.044917"
"2013-03-13","13 Mar 2013","0.043242"
"2013-03-14","14 Mar 2013","0.052595"
"2013-03-15","15 Mar 2013","0.057257"
"2013-03-18","18 Mar 2013","0.053950"
"2013-03-19","19 Mar 2013","0.056435"
"2013-03-20","20 Mar 2013","0.046876"
"2013-03-21","21 Mar 2013","0.048690"
"2013-03-22","22 Mar 2013","0.045852"
"2013-03-25","25 Mar 2013","0.046491"
"2013-03-26","26 Mar 2013","0.037201"
"2013-03-27","27 Mar 2013","0.036512"
"2013-03-28","28 Mar 2013","0.035086"
"2013-04-02","02 Apr 2013","0.033401"
"2013-04-03","03 Apr 2013","0.035461"
"2013-04-04","04 Apr 2013","0.041320"
"2013-04-05","05 Apr 2013","0.046101"
"2013-04-08","08 Apr 2013","0.046352"
"2013-04-09","09 Apr 2013","0.033423"
"2013-04-10","10 Apr 2013","0.029825"
"2013-04-11","11 Apr 2013","0.036668"
"2013-04-12","12 Apr 2013","0.035981"
"2013-04-15","15 Apr 2013","0.045670"
"2013-04-16","16 Apr 2013","0.038449"
"2013-04-17","17 Apr 2013","0.034335"
"2013-04-18","18 Apr 2013","0.030728"
"2013-04-19","19 Apr 2013","0.038840"
"2013-04-22","22 Apr 2013","0.032006"
"2013-04-23","23 Apr 2013","0.029949"
"2013-04-24","24 Apr 2013","0.031166"
"2013-04-25","25 Apr 2013","0.024693"
"2013-04-26","26 Apr 2013","0.028230"
"2013-04-29","29 Apr 2013","0.023439"
"2013-04-30","30 Apr 2013","0.026843"
"2013-05-02","02 May 2013","0.028212"
"2013-05-03","03 May 2013","0.028530"
"2013-05-06","06 May 2013","0.024881"
"2013-05-07","07 May 2013","0.019418"
"2013-05-08","08 May 2013","0.021963"
"2013-05-09","09 May 2013","0.027624"
"2013-05-10","10 May 2013","0.007950"
"2013-05-13","13 May 2013","0.023046"
"2013-05-14","14 May 2013","0.025860"
"2013-05-15","15 May 2013","0.032346"
"2013-05-16","16 May 2013","0.024741"
"2013-05-17","17 May 2013","0.027516"
"2013-05-20","20 May 2013","0.028030"
"2013-05-21","21 May 2013","0.030974"
"2013-05-22","22 May 2013","0.027071"
"2013-05-23","23 May 2013","0.028947"
"2013-05-24","24 May 2013","0.026803"
"2013-05-27","27 May 2013","0.022497"
"2013-05-28","28 May 2013","0.018030"
"2013-05-29","29 May 2013","0.023731"
"2013-05-30","30 May 2013","0.025756"
"2013-05-31","31 May 2013","0.022575"
"2013-06-03","03 Jun 2013","0.027314"
"2013-06-04","04 Jun 2013","0.029706"
"2013-06-05","05 Jun 2013","0.029047"
"2013-06-06","06 Jun 2013","0.026865"
"2013-06-07","07 Jun 2013","0.034499"
"2013-06-10","10 Jun 2013","0.042868"
"2013-06-11","11 Jun 2013","0.028401"
"2013-06-12","12 Jun 2013","0.029520"
"2013-06-13","13 Jun 2013","0.034799"
"2013-06-14","14 Jun 2013","0.041177"
"2013-06-17","17 Jun 2013","0.037326"
"2013-06-18","18 Jun 2013","0.034892"
"2013-06-19","19 Jun 2013","0.039710"
"2013-06-20","20 Jun 2013","0.034726"
"2013-06-21","21 Jun 2013","0.036065"
"2013-06-24","24 Jun 2013","0.047184"
"2013-06-25","25 Jun 2013","0.039082"
"2013-06-26","26 Jun 2013","0.028597"
"2013-06-27","27 Jun 2013","0.023322"
"2013-06-28","28 Jun 2013","0.025933"
"2013-07-01","01 Jul 2013","0.022244"
"2013-07-02","02 Jul 2013","0.023451"
"2013-07-03","03 Jul 2013","0.029234"
"2013-07-04","04 Jul 2013","0.012609"
"2013-07-05","05 Jul 2013","0.004449"
"2013-07-08","08 Jul 2013","0.016169"
"2013-07-09","09 Jul 2013","0.018676"
"2013-07-10","10 Jul 2013","0.017973"
"2013-07-11","11 Jul 2013","0.024981"
"2013-07-12","12 Jul 2013","0.027319"
"2013-07-15","15 Jul 2013","0.022281"
"2013-07-16","16 Jul 2013","0.022058"
"2013-07-17","17 Jul 2013","0.018700"
"2013-07-18","18 Jul 2013","0.020234"
"2013-07-19","19 Jul 2013","0.037251"
"2013-07-22","22 Jul 2013","0.029879"
"2013-07-23","23 Jul 2013","0.032850"
"2013-07-24","24 Jul 2013","0.026195"
"2013-07-25","25 Jul 2013","0.021505"
"2013-07-26","26 Jul 2013","0.011118"
"2013-07-29","29 Jul 2013","0.005668"
"2013-07-30","30 Jul 2013","0.004450"
"2013-07-31","31 Jul 2013","0.005470"
"2013-08-01","01 Aug 2013","0.013605"
"2013-08-02","02 Aug 2013","0.017184"
"2013-08-05","05 Aug 2013","0.018704"
"2013-08-06","06 Aug 2013","0.011662"
"2013-08-07","07 Aug 2013","0.021936"
"2013-08-08","08 Aug 2013","0.019186"
"2013-08-09","09 Aug 2013","0.029302"
"2013-08-12","12 Aug 2013","0.016818"
"2013-08-13","13 Aug 2013","0.014045"
"2013-08-14","14 Aug 2013","0.022333"
"2013-08-15","15 Aug 2013","0.017007"
"2013-08-16","16 Aug 2013","0.014079"
"2013-08-19","19 Aug 2013","0.016634"
"2013-08-20","20 Aug 2013","0.014390"
"2013-08-21","21 Aug 2013","0.016890"
"2013-08-22","22 Aug 2013","0.015797"
"2013-08-23","23 Aug 2013","0.023999"
"2013-08-26","26 Aug 2013","0.017348"
"2013-08-27","27 Aug 2013","0.016634"
"2013-08-28","28 Aug 2013","0.017172"
"2013-08-29","29 Aug 2013","0.015640"
"2013-08-30","30 Aug 2013","0.017799"
"2013-09-02","02 Sep 2013","0.019231"
"2013-09-03","03 Sep 2013","0.018525"
"2013-09-04","04 Sep 2013","0.020448"
"2013-09-05","05 Sep 2013","0.027981"
"2013-09-06","06 Sep 2013","0.019142"
"2013-09-09","09 Sep 2013","0.020744"
"2013-09-10","10 Sep 2013","0.022258"
"2013-09-11","11 Sep 2013","0.018580"
"2013-09-12","12 Sep 2013","0.027399"
"2013-09-13","13 Sep 2013","0.021773"
"2013-09-16","16 Sep 2013","0.032714"
"2013-09-17","17 Sep 2013","0.022816"
"2013-09-18","18 Sep 2013","0.020207"
"2013-09-19","19 Sep 2013","0.022842"
"2013-09-20","20 Sep 2013","0.021360"
"2013-09-23","23 Sep 2013","0.018060"
"2013-09-24","24 Sep 2013","0.010545"
"2013-09-25","25 Sep 2013","0.018704"
"2013-09-26","26 Sep 2013","0.013538"
"2013-09-27","27 Sep 2013","0.013224"
"2013-09-30","30 Sep 2013","0.021779"
"2013-10-01","01 Oct 2013","0.014139"
"2013-10-02","02 Oct 2013","0.018560"
"2013-10-03","03 Oct 2013","0.011203"
"2013-10-04","04 Oct 2013","0.021434"
"2013-10-07","07 Oct 2013","0.028707"
"2013-10-08","08 Oct 2013","0.041167"
"2013-10-09","09 Oct 2013","0.044109"
"2013-10-10","10 Oct 2013","0.037859"
"2013-10-11","11 Oct 2013","0.029954"
"2013-10-14","14 Oct 2013","0.033484"
"2013-10-15","15 Oct 2013","0.029211"
"2013-10-16","16 Oct 2013","0.031825"
"2013-10-17","17 Oct 2013","0.036513"
"2013-10-18","18 Oct 2013","0.038401"
"2013-10-21","21 Oct 2013","0.042074"
"2013-10-22","22 Oct 2013","0.046657"
"2013-10-23","23 Oct 2013","0.043925"
"2013-10-24","24 Oct 2013","0.052947"
"2013-10-25","25 Oct 2013","0.054990"
"2013-10-28","28 Oct 2013","0.056974"
"2013-10-29","29 Oct 2013","0.050350"
"2013-10-30","30 Oct 2013","0.046940"
"2013-10-31","31 Oct 2013","0.052664"
"2013-11-01","01 Nov 2013","0.060122"
"2013-11-04","04 Nov 2013","0.057067"
"2013-11-05","05 Nov 2013","0.050307"
"2013-11-06","06 Nov 2013","0.030476"
"2013-11-07","07 Nov 2013","0.040006"
"2013-11-08","08 Nov 2013","0.033465"
"2013-11-11","11 Nov 2013","0.041345"
"2013-11-12","12 Nov 2013","0.051534"
"2013-11-13","13 Nov 2013","0.051868"
"2013-11-14","14 Nov 2013","0.054380"
"2013-11-15","15 Nov 2013","0.052669"
"2013-11-18","18 Nov 2013","0.062102"
"2013-11-19","19 Nov 2013","0.052106"
"2013-11-20","20 Nov 2013","0.059753"
"2013-11-21","21 Nov 2013","0.063688"
"2013-11-22","22 Nov 2013","0.078095"
"2013-11-25","25 Nov 2013","0.062033"
"2013-11-26","26 Nov 2013","0.059555"
"2013-11-27","27 Nov 2013","0.075333"
"2013-11-28","28 Nov 2013","0.077208"
"2013-11-29","29 Nov 2013","0.077674"
"2013-12-02","02 Dec 2013","0.082194"
"2013-12-03","03 Dec 2013","0.099788"
"2013-12-04","04 Dec 2013","0.104749"
"2013-12-05","05 Dec 2013","0.095531"
"2013-12-06","06 Dec 2013","0.108753"
"2013-12-09","09 Dec 2013","0.123785"
"2013-12-10","10 Dec 2013","0.114202"
"2013-12-11","11 Dec 2013","0.145075"
"2013-12-12","12 Dec 2013","0.153223"
"2013-12-13","13 Dec 2013","0.148359"
